取引先 ID,法人番号,取引先名,Web サイト,売上（範囲）,アポインターメモ_検索用,,
001Nn00000ht0RU,6180301007357,武蔵精密工業株式会社,https://www.musashi.co.jp/company/profile/,"5: 300億円以上~1,000億円未満",,"3,471億円（2025年3月期・連結）","○ 自社公式統合報告書2025。2024年度（2025年3月期）連結売上高3,471億円。https://www.musashi.co.jp/assets/pdf/musashi_integrated_report_2025.pdf"
001Nn00000ht0RV,8010001008819,東京製鐵株式会社,http://www.tokyosteel.co.jp/,"6: 1,000億円以上",,"2,680.95億円（2026年3月期・単体）","○ 自社公式2026年3月期決算短信。非連結売上高268,095百万円。https://www.tokyosteel.co.jp/assets/docs/ir/disclosures/disclosures_20260424-01.pdf"
001Nn00000ht0RW,8021001026041,薬樹株式会社,https://www.yakuju.co.jp/company/,"5: 300億円以上~1,000億円未満",／,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の薬樹株式会社売上高を承認ソースで確認できず。https://www.yakuju.co.jp/company/
001Nn00000ht0Ra,5080401010065,株式会社エフ・シー・シー,http://www.fcc-net.co.jp/,"5: 300億円以上~1,000億円未満",,"2,608.36億円（2026年3月期・連結売上収益）","○ 自社公式2026年3月期決算短信。IFRS連結売上収益260,836百万円。https://www.fcc-net.co.jp/pict/2026051306_01.pdf"
001Nn00000ht0Re,4020001009043,東京エレクトロンデバイス株式会社,https://www.teldevice.co.jp/company/gaiyou.html,"6: 1,000億円以上",,"2,037.48億円（2026年3月期・連結）","○ 自社HP会社概要・決算短信。2026年3月期連結売上高203,748百万円。https://www.teldevice.co.jp/company/gaiyou.html"
001Nn00000ht0Rf,7010401062128,ＪＡ全農ミートフーズ株式会社,https://www.jazmf.co.jp/outline/office.html,"6: 1,000億円以上",／,確認不可,"△ 自社公式会社概要で2025年度年間取扱高2,978億円を確認したが、通常企業の判定ルールでは取扱高を売上高と同一視しないため不採用。https://www.jazmf.co.jp/outline/overview.html"
001Nn00000ht0Rg,2010401017243,株式会社タツノ,https://tatsuno-corporation.com/jp/company/outline/,"5: 300億円以上~1,000億円未満",🌳★07/14(火)、定時00:00、🔵🌑✳✡🔥👤情シス/DX※デフォ番はシステム部門ではなく横浜工場にあると仰せ。,469億円（2025年3月期・単体）,○ 自社公式ニュースリリースの会社概要。2025年3月期売上高469億円。https://tatsuno-corporation.com/jp/news/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E9%96%A2%E9%9B%BB%E5%B7%A5%E3%81%A8%E3%81%AEev%E3%83%90%E3%82%B9%E5%85%85%E9%9B%BB%E3%82%A4%E3%83%B3%E3%83%95%E3%83%A9%E5%88%86%E9%87%8E%E3%81%AB%E3%81%8A%E3%81%91/
001Nn00000ht0Ri,3290001006642,株式会社大賀薬局,https://www.ohga-ph.com/company/profile/,"5: 300億円以上~1,000億円未満",ナカムラシュント,370億円（2025年9月末・グループ）,○ 自社HP会社概要。グループ中核会社として株式会社大賀薬局＋株式会社さわやかファーマシーの年商370億円を公表。https://www.ohga-ph.com/company/profile/
001Nn00000ht0Rr,8010001093803,株式会社アシスト,https://www.ashisuto.co.jp/corporate/company/office/,"5: 300億円以上~1,000億円未満",,537億円（2025年度・単体）,○ 自社HP会社概要。アシストホールディングス100%子会社だが対象法人単体の2025年度売上高537億円を直接開示。https://www.ashisuto.co.jp/corporate/company/outline.html
001Nn00000ht0Rs,8010601027540,株式会社アシスト,http://assist-japan.co.jp,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社公式グループ概要で令和7年度グループ売上高117.54億円は確認できるが、対象法人株式会社アシスト単体値ではないため不採用。直近3期の単体売上高を承認ソースで確認できず。https://assist-japan.co.jp/logical/Group.html
001Nn00000ht0Rt,2010001051477,東テク株式会社,https://www.totech.co.jp/company/summary/,"6: 1,000億円以上",,"1,700億円（2026年3月期・連結）","○ 自社IR『成長の軌跡』。2026年3月期売上高1,700億円。https://www.totech.co.jp/ir/glance/grow"
001Nn00000ht0Rx,8010001065835,株式会社ガイア,https://www.gaia-jp.com/map/,"6: 1,000億円以上",,確認不可,△ 自社HP・gBizINFO等の承認ソースを確認したが、直近3期の株式会社ガイア売上高を確認できず。https://www.gaia-jp.com/
001Nn00000ht0Ry,6320001000746,小野建株式会社,https://www.onoken.co.jp/jp/about/outline.html,"6: 1,000億円以上",,"2,531億円（2026年3月期・連結）","○ 自社IR『小野建早わかり』。2026年3月期連結売上高2,531億円。https://www.onoken.co.jp/jp/ataglance/"
001Nn00000ht0S4,7120001030374,永大産業株式会社,http://www.eidai.com/,"5: 300億円以上~1,000億円未満",,737億円（2026年3月期・連結）,○ 自社HP会社概要。2026年3月期連結売上高737億円（単体667億円）。https://www.eidai.com/about/profile.html
001Nn00000ht0S5,3010001034852,ＴＰＲ株式会社,https://www.tpr.co.jp/company/corporate/,"5: 300億円以上~1,000億円未満",🔵MC:人事部 03-5293-2811（旧直通:長野工場　ＩＴ統轄室  0266-23-2834） ｜ ☆V 07/13〈月〉、定時00:00、/パンチラ/一度接触/担当変更,"1,905億円（2026年3月期・連結）","○ 自社IR『数字で見るTPR』。2026年3月期売上高1,905億円。https://www.tpr.co.jp/ir/individual/"
001Nn00000ht0S6,7010001128155,レック株式会社,http://www.lecinc.co.jp/,"5: 300億円以上~1,000億円未満",,682.94億円（2026年3月期・連結）,○ 自社HP会社概要。2026年3月期連結売上高682億94百万円（単体653億26百万円）。https://www.lecinc.co.jp/company/info/
001Nn00000ht0S7,1120001050238,東洋炭素株式会社,https://www.toyotanso.co.jp/Company/Base.html,"5: 300億円以上~1,000億円未満",,461億円（2025年12月期・連結）,○ 自社HP会社概要。2025年12月期連結年間売上高461億円（単体310億円）。https://www.toyotanso.co.jp/Company/Outline.html
001Nn00000ht0S9,4010801008518,株式会社巴商会,https://www.tomoeshokai.co.jp/about_j/overview/,"5: 300億円以上~1,000億円未満",,"1,022億円（2025年8月期・単体）","○ 自社公式採用サイト・サステナビリティレポート。2025年8月期に巴商会単独売上高1,000億円突破、採用サイトで売上高1,022億円を公表。https://recruit.tomoeshokai.co.jp/special/numbers.html"
001Nn00000ht0SB,3010401151289,ＮＴＴ・ＴＣリース株式会社,https://www.ntt-tc-lease.com/company/address/headoffice.html,"6: 1,000億円以上",7/3シモムラソウノスケ,"4,285.69億円（2026年3月期・単体）","○ 自社公式有価証券報告書。NTTグループ子会社だが対象法人の2026年3月期提出会社売上高428,569百万円。https://www.ntt-tc-lease.com/ir/shoken/pdf/yuukashouken_260615.pdf?2606="
001Nn00000ht0SC,3330001012792,アイシン九州株式会社,https://www.aisin.com/jp/group/aisin-kyushu/outline-aik/,"5: 300億円以上~1,000億円未満",,517.6億円（2025年度・単体）,○ 自社HP会社概要。アイシングループ子会社だが対象法人の2025年度売上高517.6億円を直接開示。https://www.aisin.com/jp/group/aisin-kyushu/outline-aik/
001Nn00000ht0SF,4011801009092,千住金属工業株式会社,https://www.senju.com/ja/company/network/tokyo.php,"5: 300億円以上~1,000億円未満",オガタユウ_2026/07/14,"1,359億円（2024年度・連結）","○ 自社HP会社概要。2024年度連結売上高1,359億円。https://www.senju.com/ja/company/overview/"
001Nn00000ht0SH,5012701003630,グローブライド株式会社,https://www.globeride.co.jp/about/,"5: 300億円以上~1,000億円未満",,確認不可,"△ 自社HP・IRを確認したが、2026年3月期の売上高実績を承認ソース本文で確定できず。2027年3月期目標1,400億円は予想値のため不採用。https://www.globeride.co.jp/"
001Nn00000ht0SI,4010001018053,株式会社サードウェーブ,https://info.twave.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の株式会社サードウェーブ売上高を承認ソースで確認できず。https://info.twave.co.jp/
001Nn00000ht0SK,3120001083145,ダイハツインフィニアース株式会社,http://www.dhtd.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社公式IRで業績資料は確認したが、検索取得可能な本文から直近3期のダイハツインフィニアース株式会社売上高を確定できず。https://www.dhtd.co.jp/
001Nn00000ht0SL,2010401046416,三井倉庫ホールディングス株式会社,https://www.mitsui-soko.com/,"6: 1,000億円以上",キセカヨ,確認不可,△ 持株会社。自社公式2026年3月期決算短信で売上高拡大の記載は確認したが、検索取得可能な本文から連結売上高総額を確定できず。推測せず確認不可。https://www.mitsui-soko.com/-/media/pdf/msh/ir/library/tanshin/2026/2026_4Q_tanshin.pdf
001Nn00000ht0SM,6010001034998,東京建物株式会社,https://tatemono.com/company/outline.html,"6: 1,000億円以上",,確認不可,△ 自社HP・IRを確認したが、検索取得可能な承認ソース本文から2025年12月期の東京建物株式会社売上高を確定できず。推測せず確認不可。https://tatemono.com/
001Nn00000ht0SN,3010401033768,シービーアールイー株式会社,https://www.cbre.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ CBREグループ日本法人。自社HP・公的公開情報を確認したが、直近3期のシービーアールイー株式会社単体売上高を承認ソースで確認できず。https://www.cbre.co.jp/
001Nn00000ht0SR,3010001034869,大豊建設株式会社,https://www.daiho.co.jp/company/profile/,"6: 1,000億円以上",🌳★08/13(木)、定時00:00、🔵🌑✳✡,"1,398.18億円（2026年3月期・連結）","○ 自社公式2026年3月期決算短信。連結売上高139,818百万円。対象法人単体も102,938百万円で300億円以上。https://www.daiho.co.jp/wp/wp-content/uploads/2026/05/20260513-tanshin.pdf"
001Nn00000ht0ST,2010701023536,株式会社ＪＴＢコミュニケーションデザイン,https://www.jtbcom.co.jp/company/access/,"5: 300億円以上~1,000億円未満",🔵MC:永井正昭 執行役員総合企画兼HRソリューション事業 ｜🎯360:ＨＲソリューション事業部／ＨＲコンサルティング局／人材開発課 03-5657-0619,確認不可,△ JTBグループ子会社。自社公式で確認できる売上高資料は古く鮮度条件外。直近3期の対象法人単体売上高を承認ソースで確認できず。https://www.jtbcom.co.jp/company/
001Nn00000ht0SV,5020001000471,株式会社アイスコ,https://www.iceco.co.jp/,"5: 300億円以上~1,000億円未満",,577億円（2025年度・単体）,○ 自社HP会社概要。2025年度売上高577億円。https://www.iceco.co.jp/about1/
001Nn00000ht0SZ,2020001029308,株式会社有隣堂,https://www.yurindo.co.jp/,"5: 300億円以上~1,000億円未満",,"544億9,300万円（2025年8月期・単体）","○ 自社HP会社概要。2025年8月期売上高544億9,300万円。https://www.yurindo.co.jp/corporate/outline/"
001Nn00000ht0Sb,5240001029984,株式会社エフピコ,https://www.fpco.jp/about/company/overview.html,"6: 1,000億円以上",,"2,405億円（2026年3月期・連結）","○ 自社公式2026年3月期決算概要。連結売上高2,405億円。https://www.fpco.jp/dcms_media/other/press_keieikikaku_20260430_7.pdf"
001Nn00000ht0Se,3011601004237,株式会社タムラ製作所,https://www.tamura-ss.co.jp/jp/index.html,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・IRを確認したが、検索取得可能な承認ソース本文から2026年3月期の株式会社タムラ製作所売上高を確定できず。推測せず確認不可。https://www.tamura-ss.co.jp/
001Nn00000ht0Sf,2120001043471,サカタインクス株式会社,http://www.inx.co.jp/,"5: 300億円以上~1,000億円未満",,"2,576.68億円（2025年12月期・連結）","○ 自社HP会社概要・決算短信。2025年度連結売上高257,668百万円（会社概要表記2,576億円）。https://www.inx.co.jp/company/outline.html"
001Nn00000ht0Sh,5180001038918,トランコム株式会社,https://www.trancom.co.jp/whatstrancom/overview,"6: 1,000億円以上",キクチリョウスケ,"1,813億円（2026年3月期・連結）","○ 自社HP会社概要。2026年3月期連結売上高1,813億円。https://www.trancom.co.jp/whatstrancom/overview/"
001Nn00000ht0Sn,5010001087865,ＮＴＴインテグレーション株式会社,https://www.niandc.co.jp/,"5: 300億円以上~1,000億円未満",6/22シモムラソウノスケ,確認不可,△ NTT株式会社65%出資の子会社。自社HPでは2025年度連結ベース売上高564億円を確認できるが、子会社判定ルールでは対象法人単体値が必要なため不採用。https://www.niandc.co.jp/company/profile/
001Nn00000ht0Sr,6120001101143,近鉄不動産株式会社,https://www.kintetsu-re.co.jp/company/outline/,"6: 1,000億円以上",🔵MC:岡田浩一 執行役員総務本部長 ｜🎯360:総務本部／人材開発部 06-6776-3060 / 太田洋平 総務本部人材開発部長（経理本部経理部長） ｜ 【属性】R/👤人事：井上さま(労務担当？みたいに言われた),"1,287.71億円（2025年度・単体）","○ 自社HP会社概要。近鉄グループ子会社だが対象法人の2025年度売上高128,771百万円を直接開示。https://www.kintetsu-re.co.jp/company/outline/index.html/1000"
001Nn00000ht0Sv,5010001140979,株式会社ドミノ・ピザジャパン,http://www.dominos.jp/,"5: 300億円以上~1,000億円未満",X,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の株式会社ドミノ・ピザジャパン売上高を承認ソースで確認できず。http://www.dominos.jp/
001Nn00000ht0Sw,6011001110293,伊藤ハム米久ホールディングス株式会社,https://www.itoham.co.jp/corporate/company/,"6: 1,000億円以上",ヤナギダタツヤ0804,1兆714億円（2026年3月期・連結）,○ 自社公式2026年3月期通期決算説明資料。持株会社として連結売上高1兆714億円。https://www.itoham-yonekyu-holdings.com/ir/library/script/202603_Q4.html
001Nn00000ht0Sz,4260001000671,内山工業株式会社,https://www.umc-net.co.jp/company/,"5: 300億円以上~1,000億円未満",ヤナギダタツヤ0521,566億円（2025年9月時点・単体）,○ 自社HP会社概要。2025年9月現在売上高566億円。https://www.umc-net.co.jp/company/
001Nn00000ht0T1,7012401000240,ＮＥＣネットワーク・センサ株式会社,https://www.necnets.co.jp/gaiyo/jigyosho/ji1.html,"5: 300億円以上~1,000億円未満",イワマシリュウ_2026/08/10,確認不可,△ NECグループ子会社。自社HP・公的公開情報を確認したが、直近3期のNECネットワーク・センサ株式会社単体売上高を承認ソースで確認できず。https://www.necnets.co.jp/gaiyo/jigyosho/ji1.html
001Nn00000ht0T9,7010701022780,株式会社レスター,https://www.restargp.com/,"6: 1,000億円以上",,"5,610.01億円（2025年3月期・連結）","○ 自社公式2026年3月期通期見通し資料の前期実績欄。2025年3月期連結売上高561,001百万円。直近3期内の実績として採用。https://www.restargp.com/wp-content/uploads/2025/09/8fb51c4a848bab7dd380d230b467ee1f.pdf"
001Nn00000ht0TJ,2060001003812,藤井産業株式会社,https://www.fujii.co.jp/company/about/,"5: 300億円以上~1,000億円未満",,961億円（2025年3月期・連結）,"○ 自社公式2026年3月期業績予想修正資料の前期実績欄。2025年3月期連結売上高96,100百万円。https://www.fujii.co.jp/wp/wp-content/uploads/2026/05/bab319b59f67f455217be922199764fe.pdf"
001Nn00000ht0TK,3020001061862,ＮＴＴイノベーティブデバイス株式会社,https://www.ntt-innovative-devices.com/company/honsha.html,"5: 300億円以上~1,000億円未満",🔵MC:人事部 050-9000-6321（旧直通:ITソリューション推進部門：045-414-9700） ｜ ／,確認不可,△ NTTグループ子会社。自社HP・公的公開情報を確認したが、直近3期のNTTイノベーティブデバイス株式会社単体売上高を承認ソースで確認できず。https://www.ntt-innovative-devices.com/company/
001Nn00000ht0TU,5120001049004,株式会社錢高組,https://www.zenitaka.co.jp/company/outline.html,"6: 1,000億円以上",サトウリョウト26/07/28,"1,254.10億円（2026年3月期・単体）","○ 自社公式2026年3月期決算短信。個別売上高125,410百万円。https://www.zenitaka.co.jp/news/shi2603-4.pdf"
001Nn00000ht0TY,6120001069744,福西電機株式会社,https://www.fukunishi.com/,"5: 300億円以上~1,000億円未満",,確認不可,△ パナソニックグループ系企業。自社HP・公的公開情報を確認したが、直近3期の福西電機株式会社単体売上高を承認ソースで確認できず。https://www.fukunishi.com/
001Nn00000ht0Td,8011001058176,パーソルホールディングス株式会社,https://www.persol-group.co.jp/corporate/business/,"5: 300億円以上~1,000億円未満",,"1兆5,558.33億円（2026年3月期・連結売上収益）","○ 自社HP会社概要。持株会社として2026年3月期IFRS連結売上収益1,555,833百万円。https://www.persol-group.co.jp/corporate/business/"
001Nn00000ht0Tl,9011001022577,ミツイワ株式会社,https://www.mitsuiwa.co.jp/corporate/corporate/,"5: 300億円以上~1,000億円未満",◆08/24(月)、定時00:00、10:00,652.24億円（2025年度・連結）,"○ 自社HP売上高推移。2025年度連結売上高65,224百万円（単体64,394百万円）。https://www.mitsuiwa.co.jp/corporate/sales/"
001Nn00000ht0To,3180001006050,伊勢湾海運株式会社,https://www.isewan.co.jp/company/profile/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社IRで2026年3月期決算資料の公開は確認したが、検索取得可能な承認ソース本文から売上高金額を確定できず。推測せず確認不可。https://www.isewan.co.jp/ir/library/
001Nn00000ht0Tq,5120001048550,株式会社ワキタ,https://www.wakita.co.jp/corporate_profile/cov.html,"5: 300億円以上~1,000億円未満",🔵MC:総務部／人事課 06-6449-1901 / 成山敦彦 取締役（執行役員）総務部長,確認不可,△ 自社HP・IRを確認したが、検索取得可能な承認ソース本文から2026年2月期の株式会社ワキタ売上高を確定できず。推測せず確認不可。https://www.wakita.co.jp/
001Nn00000ht0Tr,5120001102126,株式会社タカミヤ,https://corp.takamiya.co/corporate/outline/,"5: 300億円以上~1,000億円未満",,452.12億円（2026年3月期・連結）,"○ 自社IR業績ハイライト。2026年3月期連結売上高45,212百万円。https://corp.takamiya.co/ir/finance/highlight/"
001Nn00000ht0Tx,7010601023788,株式会社ＴＨＩＮＫフィットネス,https://www.thinkgroup.co.jp/company/about.html,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の株式会社THINKフィットネス売上高を承認ソースで確認できず。https://www.thinkgroup.co.jp/company/about.html
001Nn00000ht0U6,1011101017047,野原グループ株式会社,https://nohara-inc.co.jp/,"5: 300億円以上~1,000億円未満",／,"1,528.52億円（2025年6月期・グループ連結）","○ 自社HP会社概要。グループ経営・事業を担う中核会社として2025年6月期野原グループ連結売上高1,528億5,232万円を公表。https://nohara-inc.co.jp/company/group/nohara_group/"
001Nn00000ht0UD,1011001064627,ヴィアトリス製薬合同会社,https://www.viatris.jp/ja-jp/about-us/company-profile,"6: 1,000億円以上",,対象外（合同会社）,× 法人格。直アポ大は株式会社のみ。合同会社のため対象外
001Nn00000ht0UG,6130001003272,株式会社ＳＣＲＥＥＮホールディングス,https://www.screen.co.jp/about/outline,"5: 300億円以上~1,000億円未満",,"6,057.48億円（2026年3月期・連結）","○ 自社IR財務ハイライト。2026年3月期連結売上高605,748百万円。https://www.screen.co.jp/ir/finance"
001Nn00000ht0UP,7040001027214,日本メディカルシステム株式会社,https://www.jmsys.co.jp/pharmacy/shop-detail_202/,"5: 300億円以上~1,000億円未満",,347億円（2025年度・単体）,○ 自社HP会社概要。2025年度売上高347億円。https://www.jmsys.co.jp/company/
001Nn00000ht0UQ,5130001017810,第一産業株式会社,,"5: 300億円以上~1,000億円未満",,確認不可,△ 法人番号5130001017810の第一産業株式会社について、承認ソースで直近3期売上高を確認できず。推測せず確認不可。
001Nn00000ht0UR,8010001034807,佐藤商事株式会社,https://www.satoshoji.co.jp/ja/company/network/map.html,"6: 1,000億円以上",,"2,921.91億円（2026年3月期・連結）","○ 自社IR業績ハイライト。2026年3月期連結売上高292,191百万円。https://www.satoshoji.co.jp/ja/ir/finance/highlight.html"
001Nn00000ht0US,3290001050905,株式会社タイラベストビート,http://www.wonderland.gr.jp/,"6: 1,000億円以上",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の株式会社タイラベストビート売上高を承認ソースで確認できず。http://www.wonderland.gr.jp/
001Nn00000ht0UY,9080002018306,有限会社新日邦,https://www.concorde-gr.co.jp/company/outline,"6: 1,000億円以上",🔵MC:人事部 054-636-5220（旧直通:054-636-7119）,確認不可,△ BDグループ日本法人。自社HP・公的公開情報を確認したが、直近3期の日本ベクトン・ディッキンソン株式会社単体売上高を承認ソースで確認できず。https://www.bd.com/ja-jp/
001Nn00000ht0Ua,9010401023152,日本ベクトン・ディッキンソン株式会社,http://www.bdj.co.jp/index.html,"5: 300億円以上~1,000億円未満",🔵MC:人事総務部　03-6234-5743,確認不可,△ 自社HP・IRを確認したが、検索取得可能な承認ソース本文から2026年3月期の株式会社フジマック売上高を確定できず。推測せず確認不可。https://www.fujimak.co.jp/
001Nn00000ht0Ud,3010401026945,株式会社フジマック,https://www.fujimak.co.jp/corporate/about/,"5: 300億円以上~1,000億円未満",🔵MC:管理本部／総務部／人事課 03-4235-2205,717.33億円（2026年3月期・連結売上収益）,"○ 自社IRセグメント情報。2026年3月期の売上収益は情報基盤51,620百万円、アプリケーション9,884百万円、医療10,229百万円の合計71,733百万円。https://www.techmatrix.co.jp/ir/finance/finance_04.html"
001Nn00000ht0Uj,4010401058467,テクマトリックス株式会社,http://www.techmatrix.co.jp,"5: 300億円以上~1,000億円未満",🌳★V07/01(水)、定時00:00✳✡,439.54億円（2025年3月期・連結）,"○ 自社公式2026年3月期業績予想修正資料の前期実績欄。2025年3月期連結売上高43,954百万円。直近3期内の実績として採用。https://www.metalart.co.jp/pdf_save/6912c32a63ed8.pdf"
001Nn00000ht0Uo,9160001013183,株式会社メタルアート,https://www.metalart.co.jp/company/outline/,"5: 300億円以上~1,000億円未満",🎯360:宮崎ひむか工場／安全環境室・人材育成センター 077-563-2111（旧直通:未来創造・ＤＸ推進センター：077-507-3311）,"6,081.42億円（2026年3月期・連結）","○ 自社HP会社概要・株主総会資料。2026年3月期連結売上高608,142百万円。https://www.shinsho.co.jp/info/about.html"
001Nn00000ht0Ve,5120001077442,神鋼商事株式会社,https://www.shinsho.co.jp/info/office/osaka.html,"6: 1,000億円以上",,確認不可,△ 自社HP・IRを確認したが、検索取得可能な承認ソース本文から2026年3月期の東海運株式会社売上高を確定できず。推測せず確認不可。https://www.azumaship.co.jp/
001Nn00000ht0Vj,4010001035123,東海運株式会社,https://www.azumaship.co.jp/company/about/overview.html,"5: 300億円以上~1,000億円未満",🧱,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の株式会社報知新聞社売上高を承認ソースで確認できず。https://www.hochi.co.jp/gaiyo/
001Nn00000ht0W8,7010401027345,株式会社報知新聞社,https://www.hochi.co.jp/gaiyo/,"5: 300億円以上~1,000億円未満",,470.58億円（2026年3月期・単体）,"○ 自社公式有価証券報告書・会社概要。2026年3月期売上高47,058百万円。https://www.sankometal.co.jp/corporate/company/"
001Nn00000ht0WE,9010401038472,三晃金属工業株式会社,https://www.sankometal.co.jp/corporate/company/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期のウメトク株式会社売上高を承認ソースで確認できず。https://www.umetoku.co.jp/company/
001Nn00000ht0Wh,4120001061083,ウメトク株式会社,https://www.umetoku.co.jp/company/,"5: 300億円以上~1,000億円未満",,792.52億円（2026年3月期・単体）,"○ 自社HP決算資料。2026年3月期売上高79,252百万円。https://www.ryuseki.co.jp/profile/balansesheet.shtml"
001Nn00000ht0Wn,5360001009256,株式会社りゅうせき,https://www.ryuseki.co.jp/profile/outline.shtml,"5: 300億円以上~1,000億円未満",,708億円（2025年度・単体）,○ 自社HP会社案内。2025年度売上高708億円。https://www.toryusha.co.jp/company/
001Nn00000ht0Wp,3370001012525,株式会社東流社,https://www.toryusha.co.jp/company/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の株式会社晃商売上高を承認ソースで確認できず。https://www.k-kosho.co.jp/company/
001Nn00000ht0Wr,8130001020712,株式会社晃商,https://www.k-kosho.co.jp/company/,"5: 300億円以上~1,000億円未満",X,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の株式会社クリエイティブ売上高を承認ソースで確認できず。https://syokusaikurabu.com/company/
001Nn00000ht0XB,3080101008444,株式会社クリエイティブ,https://syokusaikurabu.com/company/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の株式会社クリエイティブ売上高を承認ソースで確認できず。https://syokusaikurabu.com/company/
001Nn00000ht0XI,6180001009744,愛知日野自動車株式会社,https://www.aichi-hino.co.jp/office/,"5: 300億円以上~1,000億円未満",,確認不可,△ 日野自動車系販売会社。自社HP・公的公開情報を確認したが、直近3期の愛知日野自動車株式会社単体売上高を承認ソースで確認できず。https://www.aichi-hino.co.jp/
001Nn00000ht0Xo,2110001004821,藤田金屬株式会社,https://www.fujita-kz.com/company/outline.html,"5: 300億円以上~1,000億円未満",🔵MC:総務部／総務人事チーム 025-245-6666（旧直通:025-245-6676） ｜ 【属性】🐻‍❄️/【👤情シス/DX】【👤人事】【👤経理】：管理本部/管理本部長兼総務部長兼経理部長/小笠原 竜一,392億円（2025年3月期・単体）,○ 自社HP会社概要。2025年3月期売上高392億円。https://www.fujita-kz.com/company/outline.html
001Nn00000ht0Xt,4020001069789,東横化学株式会社,https://www.toyokokagaku.co.jp/company/company.html,"5: 300億円以上~1,000億円未満",／⭐,519.89億円（2026年3月期・単体）,"○ 自社公式採用サイト『数字で知る』。2025年（2026年3月期）売上高519億8,900万円。https://www.toyokokagaku.co.jp/recruit/students/data.html"
001Nn00000ht0Xy,2180001055890,株式会社アルファコンサルティング,https://alpha-consul.com/profile/summary/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の株式会社アルファコンサルティング売上高を承認ソースで確認できず。https://alpha-consul.com/profile/summary/
001Nn00000ht0Y8,3320001001417,株式会社ジョイフル,https://www.joyfull.co.jp/company/profile/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・IRを確認したが、検索取得可能な承認ソース本文から直近3期の株式会社ジョイフル売上高を確定できず。推測せず確認不可。https://www.joyfull.co.jp/company/profile/
001Nn00000ht0YM,8120001034713,関包スチール株式会社,https://kanpoh.co.jp/company/location/,"5: 300億円以上~1,000億円未満",,600億円（現行会社情報・単体）,○ 自社HP『数字で見るKANPOH』。売上高600億円を現行会社情報として公表。https://kanpoh.co.jp/
001Nn00000ht0YN,5380001017554,株式会社ダイエー,https://p-daiei.com/company/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公的公開情報を確認したが、法人番号5380001017554の株式会社ダイエーについて直近3期売上高を承認ソースで確認できず。https://p-daiei.com/company/
001Nn00000ht0YY,8122001025064,日産部品近畿販売株式会社,https://buhin.nissan.co.jp/KINKI/,"5: 300億円以上~1,000億円未満",,388.90億円（2025年度・単体）,"○ 自社HP会社概要。日産自動車グループ子会社だが対象法人の2025年度年間売上高388億9,006万円を直接開示。https://buhin.nissan.co.jp/KINKI/OVERVIEW/"
001Nn00000ht0Yy,7430001008208,株式会社新和,http://www.playland-happy.co.jp/outline/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社公式サイトでは直近3期の株式会社新和売上高を確認できず。公的・承認ソースで金額を確定できないため、二次求人情報の2025年890億円は不採用。http://www.playland-happy.co.jp/outline/
001Nn00000ht0ZM,8140001028201,株式会社トリドールホールディングス,https://www.toridoll.com/company/index.html,"5: 300億円以上~1,000億円未満",,"2,787.15億円（2026年3月期・連結売上収益）","○ 有価証券報告書で2026年3月期IFRS連結売上収益278,715百万円。持株会社のため連結値を採用。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=8140001028201"
001Nn00000ht0Zc,6180301007927,株式会社立岩,http://gacha.heteml.jp,"5: 300億円以上~1,000億円未満",🔵MC:人事部 0532-34-3670,519.15億円（2025年7月期・単体）,"○ 自社HP会社概要。2025年7月期年商519億1,460万円。https://www.gachapon.net/co/ir/index.html"
001Nn00000ht0Ze,5290001024139,株式会社玉屋,https://www.tamaya.gr.jp/corporate.html,"5: 300億円以上~1,000億円未満",,368.46億円（2024年度・単体）,"○ 自社HP会社概要。2024年度売上高368億4,600万円。https://www.tamaya.gr.jp/company/"
